Company,Contact,Email,Website,Country,WhatsApp,Category,Source,Status,Note,Level,Owner,NextFollowup,History
La Maison du TPV,,support@lamaisondutpv.fr,https://lamaisondutpv.fr/,France,"+33) 7 82 22 25 08, +33)7 82 22 25 08, +33782222508",ELDERLY,europages,NEW,,C,sales,,
FT-TEC GmbH,,office@ft-tec.com,http://www.ft-tec.com/,,"+43 (0) 2618 20455-0, +43 (0) 2618 20455-9010, +43 2618 20455-0",ELDERLY,europages,NEW,,C,sales,,
ECD Electronic Components GmbH Dresden,,"buerger@ecd-online.de, dittmeyer@ecd-online.de, friedow@ecd-online.de, hiltmann@ecd-online.de, info@ecd-online.de, rodeck@ecd-online.de, sontag@ecd-online.de, warmuth@ecd-online.de",http://www.ecd-online.de/,Germany,"+49 (351) 8 94 58-0, +49 (351) 8 94 58-21, +49 (351) 8 94 58-240",ELDERLY,europages,NEW,,C,sales,,
Gossen Metrawatt GmbH,,Not found,https://www.gossenmetrawatt.com,,"15.05.2017 11, 15.12.1998 19, 26.02.2001 15",ELDERLY,europages,NEW,,C,sales,,
B2B Handys - Used Phone Inh.: Patrik Otto,,1a.gebrauchte.handys@gmail.com,https://b2b-handys.de/,Germany,"+49 160 831 324 9, +49 160 831 3249, 1656506901361",ELDERLY,europages,NEW,,C,sales,,
Haas Abwassertechnik Inh. Erwin Vogl e.K.,,mail@haas-abwassertechnik.de,http://www.haas-abwassertechnik.de/,Germany,"+49 (0)8251 1495, +4915111571674, +4982511495",ELDERLY,europages,NEW,,C,sales,,
Laserscanning Europe GmbH,,"dresden@laserscanning-europe.com, info@laserscanning-europe.com, magdeburg@laserscanning-europe.com, rostock@laserscanning-europe.com, stuttgart@laserscanning-europe.com, wuppertal@laserscanning-europe.com",https://www.laserscanning-europe.com/,,"+49 (0) 151 62 45 04 63, +49 (0) 2151 60 32 955, +49 (0) 351 - 82 87 33 60",ELDERLY,europages,NEW,,C,sales,,
GPS tracking of trailers and assets,,"dataprivacy@frotcom.com, entreprise7pro-bootstrap@3.4.5",https://www.frotcom.com,,"+233503538354, +255693680560, +32471578983",ELDERLY,europages,NEW,,C,sales,,
"Efficient Fulfillment Service for SMEs – Storage, Shipping & Returns Management with GSL",,"dpo-google@google.com, fulfillment@gsl-servicenet.de, info@data-horizon.de, info@data-horizon.deinternet, info@gsl-servicenet.de, webmaster@gsl-servicenet.de",https://www.gsl-servicenet.de/service/fulfillment/,Germany,"+1 650 253 0000, +49 (0) 341 241982-0, +49 (0)3644 517 150",ELDERLY,wlw,NEW,,C,sales,,
Our Fleet - Planning Sprinter,,"info@ferolith.de, info@ferolith.de.",https://ferolith.de/fuhrpark/,Germany,"+49 173 6249346, +49(0)1736249346, +491736249346",ELDERLY,wlw,NEW,,C,sales,,
Perkyone® – Designed for Everyday Life,,info@perkyone.com,https://www.perkyone.com/,,"+41319711988, 0 .07 0 .14.14.14, 0 .07.07.14.21.14",ELDERLY,wlw,NEW,,C,sales,,
The switchgear is installed together with a transformer in a transformer station.,,Not found,https://www.kenter-energie.de/produkte/schaltanlage/,Germany,,ELDERLY,wlw,NEW,,C,sales,,
Motorola MOTOTRBO DP4600/DP4601 Handheld Radio,,"inbox@fellecs-tech.eu, info@fellecs-tech.eu",https://www.motorola-digitalfunk.de/handsprechfunk/dp-4600-4601-handsprechfunkgeraet/,Germany,"040 - 7070098-0, 10.09036351596409, 1490285649008",ELDERLY,wlw,NEW,,C,sales,,
"3D version with GPS control, total stations, and millimeter-accurate precision",,info@maex-group.de,https://maex-industriebau.de/,Germany,"+4997214798955, 0 0 1000 1000, 0 0 320 512",ELDERLY,wlw,NEW,,C,sales,,
Hager Motion Detector Corridor KNX 360G TXD505,,"256e21164407423cab52c34c68e18f85@sentry.io, info@visable.com",https://www.wlw.de/en/company/iam-gmbh-co-kg-22296262/products/hager-bewegungsmelder-korridor-knx-360g-txd505-36393793,Germany,"+41 (0)41 766 33 77, +41 (0)41 766 33 88, +43 (0)17431 527",ELDERLY,wlw,NEW,,C,sales,,
JN HiGH-TECH,,eumooff@gmail.com,https://www.pro.eumooff.com/,,"+33 764249886, 0 0 1000 1000, 0 0 512 512",ELDERLY,europages,NEW,,C,sales,,
Help Center for Buyers,,kundenservice@wlw.com,https://hilfe.wlw.de/en/einkaeufer,Germany,"0 0 320 512, 0 0 384 512, 0 0 448 512",ELDERLY,wlw,NEW,,C,sales,,
CETRONIC,,"aos@2.3.1, bootstrap@5.0.2, info@cetronicbenelux.com",https://www.cetronicbenelux.com/fr,,"+212 669 34 34 34, +32 (0)2 424 18 20, +32 2 424 18 20",ELDERLY,europages,NEW,,C,sales,,
M MVOGO EDOUARD GERALDIN,,"commercial@leaneco.fr, sav.leaneco@gmail.com",https://www.leaneco.fr,France,"+33 09 79 15 26 75, +33-09-79-15-26-75, 2015-01-01",ELDERLY,europages,NEW,,C,sales,,
ZAMOTEC GmbH,,office@zamotec.de,http://www.zamotec.de/,Germany,"+49 6735 73998-30, +4967357399830, 0 .18.108.446.224.548",ELDERLY,europages,NEW,,C,sales,,
STERLING MEDICAL SUPPLIES LTD.,,"contact@sterlingmedical.uk, contact@venacava.co.uk",https://www.sterlingmedical.uk,United Kingdom,"+44 020 8058 3531, +44 020 80583531, +44 0208 0583531",ELDERLY,europages,NEW,,C,sales,,
DESİ KİMYA MADENCİLİK İNŞAAT TURİZM SANAYİ VE TİCARET ANONİM ŞİRKETİ,,info@desikimya.com,https://www.desikimya.com/en/home,,"+90 (216) 658 61 65, +90 (216) 658 61 66, +90 (216) 658 61 67",ELDERLY,europages,NEW,,C,sales,,
Lab Interior GmbH,,"info@bs-labor.de, info@labinterior.de, judita.rigler@labinterior.de, leonida.music@labinterior.de, matic.kosir@labinterior.de, ruzica.premzel@labinterior.de, stefan.schaefer@labinterior.de, stefan.schafer@labinterior.de",https://www.labinterior.de,Germany,"+0152-0153, +386 2 614 33 32, +49 160 91172587",ELDERLY,europages,NEW,,C,sales,,
"MARKABLE SOLUTIONS, S.L.",,"m.alfageme@cgac.es, mar@markable.es",https://markable.es/,Spain,"+36912908419, 0 0 1000 1000, 0 0 320 512",ELDERLY,europages,NEW,,C,sales,,
Teknikeller Group (Teknikeller Makina İth. İhr. Gıda San. ve Tic.Ltd. Şti.),,"arabic@teknikellegroup.com, info@teknikellegroup.com, info@teknikeller.uk, rus@teknikellegroup.com, wght@200..1000",https://teknikellermachine.com/en,,"+79859738956, +90 533 709 24 26, +90 536 911 24 26",ELDERLY,europages,NEW,,C,sales,,
AIRINDEX,,"contact@airindex.fr, votre@email.com",http://www.airindex.fr,France,"+33 (0)2 47 27 39 85, +33 (0)2 47 48 04 91, +33247273985",ELDERLY,europages,NEW,,C,sales,,
ETH MEDITEC GMBH,,"a.schanz@eth-meditec.de, m.liebchen@eth-meditec.de",https://www.eth-meditec.com/,,"+49 (0) 2662 96 99 391, 0-4849-856, 0.06616767",ELDERLY,europages,NEW,,C,sales,,
Medicabay Healthcare Systems,,"info@medicabay.com, murat.khrman@gmail.com, project@medicabay.com, sales@medicabay.com, service@medicabay.com",https://www.medicabay.com,,"+1-800-123-4567, +90 506 490 02 82, +90-506-490-0282",ELDERLY,europages,NEW,,C,sales,,
HCE - Health-care Equipment & Supplies,,"help@hce-uk.com, sales@hce-uk.com",https://www.hce-uk.com/,,"+44 (0) 1784 220 400, +44(0)1784 220 400, +441784220400",ELDERLY,europages,NEW,,C,sales,,
Neosol Tapis,,"commercial@neo-sol.fr, contact@neo-sol.fr",https://www.neo-sol.fr/,France,"+33 (0) 1 84 80 06 06, +33184800606, +33489410353",ELDERLY,europages,NEW,,C,sales,,
CH,,"info@hyperthermie.info, swiper@6.4.8",https://hyperthermie.info,,"+0102-0103, +0110-0111, +0128-0129",ELDERLY,europages,NEW,,C,sales,,
BFS,,info@bfsat.fr,https://bfsat.fr/fr/,France,"0716706709009, 0716706709573, 0716706710135",ELDERLY,europages,NEW,,C,sales,,
ABUELO ACTUAL,,"indautxu@abueloactual.com, ines@abueloactual.com, info@abueloactual.com, irene@abueloactual.com, maite@abueloactual.com, maria@abueloactual.com",http://www.abueloactual.com,,"0 0 576 512, 0 0 640 512, 0 17.6 17.3 14.4 22.6 10.9",ELDERLY,europages,NEW,,C,sales,,
ANTEGIS GmbH Etiketten & Barcodesysteme,,"c@sx.jf, n-@gp.m",https://wlw-1-company-facts-media20191122174836234900000006.s3.eu-central-1.amazonaws.com/0eadc162-b191-46d9-b0fa-2f96db018117.pdf,,0.0 0.0 780.0 540.0,PLATFORM,wlw,NEW,,C,sales,,
"Barcode scanner, QR Code scanner, Strichcode scanner",,"friendly-challenge@0.9.12, info@antegis.de, kontakt26@antegis.de",https://www.antegis.de/onlineshop/barcode-scanner/,Germany,"+49 (0)30 4377 787 1, +49 (0)30 4377 787 32, +493043777870",PLATFORM,wlw,NEW,,C,sales,,
EWS Weigele GmbH + Co KG,,"info@ews-tools.de, john.doe@company.com, support@ews-tools.com",http://www.ews-tools.de/,Germany,"+1 763-576-6910, +49 (0) 7161 6539560, +49 (0) 7161 93040100",PLATFORM,europages,NEW,,C,sales,,
F.E.S. GmbH,,"jerrylx@126.com, mail@fesfilter.de, sybillehartmann@fesfilter.de",http://www.fesfilter.de/,Germany,"+49 (0) 2324 6867 0, +49 (0) 2324 6867 129, +49 23 24 - 68 67 - 0",PLATFORM,europages,NEW,,C,sales,,
Stähle GmbH,,info@stahle.com,http://www.stahle.com/,,"+49 (0) 7044 91561-0, +49 (0) 7044 91561-29, +49 7044 91561",PLATFORM,europages,NEW,,C,sales,,
Samsys GmbH,,"contact@samsys.eu, post@impuls-kreativagentur.de, sam@samsys.eu",http://www.samsys.eu/home/,,"+49 (0) 6352 789 220-0, +49 1525 4763861, +49 6731 5487964",PLATFORM,europages,NEW,,C,sales,,
HeGo Biotec GmbH,,"alexander.lorenz@hego-biotec.de, andreas.otto@hego-biotec.de, anja.guessbacher@hego-biotec.de, benajmin.schljapin@hego-biotec.de, christopher.klaeber@hego-biotec.de, christopher.otto@hego-biotec.de, daniela.mueller@hego-biotec.de, detlef.guessbacher@hego-biotec.de, ilay.erdem@hego-biotec.de, jessica.wolter@hego-biotec.de, jochen.streuber@hego-biotec.de, joerg.albertsen@hego-biotec.de, jonas.kube@hego-biotec.de, kai.sekulla@hego-biotec.de, lisette.nabe@hego-biotec.de, marcel.spahr@hego-biotec.de, mareen.neumann@hego-biotec.de, markus.otto@hego-biotec.de, michael.okon@hego-biotec.de, michael.rehfeld@hego-biotec.de, monique.mertens@hego-biotec.de, nicole.jannasch@hego-biotec.de, parisa.bahrami@hego-biotec.de, ralf.schroeter@hego-biotec.de, samuel.bock@hego-biotec.de, sina.jokiel@hego-biotec.de, sina.schubert@hego-biotec.de, stefanie.gau@hego-biotec.de, susanne.klinkmueller@hego-biotec.de, tanja.schulze@hego-biotec.de",http://www.hego-biotec.de/,Germany,"+49 30 84 71 85 50, +49 30 84 71 85 60, +4915201628181",PLATFORM,europages,NEW,,C,sales,,
DUBnSUB Media GmbH,,info@dubnsub.com,https://www.dubnsub.com,,"+1 (339) 231 5239, +49 30233297971, +49 30959984791",PLATFORM,europages,NEW,,C,sales,,
Innowise Group,,contact@innowise.com,https://innowise.com/de,,"+1 772 232 7337, +1 772 2322 7337, +1 917 267 7727",PLATFORM,europages,NEW,,C,sales,,
TFP Technology GmbH,,info@tfp-tech.de,https://www.tfp-tech.com,,"+49 (0) 3745 74402-0, +49 (0)3745 74402-0, +49374574402-0",PLATFORM,europages,NEW,,C,sales,,
Kht Group Sp. z o.o.,,"biuro@kht-group.com, j.dolega@kht-group.com, ksiegowosc@kht-group.com, m.chociej@kht-group.com, m.durda@kht-group.com, m.marynowski@kht-group.com, n.rajnos@kht-group.com, p.katolik@kht-group.com, p.pisz@kht-group.com, r.florczak@kht-group.com, r.lewandowski@kht-group.com, r.rajnos@kht-group.com, s.skoczylas@kht-group.com, serwis@kht-group.com, t.sokolowski@kht-group.com, zamowienia@kht-group.com",https://kht-group.com/,,"+420722483929, +48 691 123 127, +48 723 004 005",PLATFORM,europages,NEW,,C,sales,,
SUN WORLD ENERGY,,info@sunwenergy.com,https://www.sunwenergy.com,,"+34 688 010 785, +34 910 305 831, 11379004702",PLATFORM,europages,NEW,,C,sales,,
BIOMNIGENE,,contact@biomnigene.com,https://www.biomnigene.fr/fr/,France,"+33 (0) 3 39 79 67 07, +33 (0) 3 81 25 03 48, +33(0)339796707",PLATFORM,europages,NEW,,C,sales,,
CO.ME.AR MOLINARI SPA,,"accessoriricambi@comear.it, comear@comear.it, daniele.molinari@comear.it, ezio.molinari@comear.it, filippo.molinari@comear.it, filippo.molinari@comear.itamministrazionefilippo.molinari, generalecomear@comear.itlegale, giorgio.botti@comear.it, giorgio.botti@comear.itricambi, marco.molinari@comear.it, paola.botti@comear.it, paola.botti@comear.itufficio, rappresentantedaniele.molinari@comear.itcommercialiezio.molinari, ricambi@comear.it, silvio.molinari@comear.it, tecnicomarco.molinari@comear.it",http://www.comear.it/,Italy,"+0102-0103, +0110-0111, +0128-0129",PLATFORM,europages,NEW,,C,sales,,
Swiftlogistic sp. z o.o.,,"kontakt@swiftlogistic.pl, office@swiftlogistic.pl",https://swiftlogistic.pl,Poland,"+1 (302) 394-6937, +1 302 394 6937, +380 94 712 2199",PLATFORM,europages,NEW,,C,sales,,
MAFFGROUP METAL SAN VE TIC LTD STI,,"info@maffgroup.com, support@maffgroup.com",https://www.maffgroup.com,,"+90 212 415 18 31, 1573386029432, 1575544273473",PLATFORM,europages,NEW,,C,sales,,
IBERKLEEN,,info@iberkleen.com,https://www.iberkleen.com,,"+0152-0153, +34 722 51 18 01, +34 947 215 125",PLATFORM,europages,NEW,,C,sales,,
INTECKER SP. Z O. O.,,info@intecker.pl,https://www.intecker.pl/en/,Poland,"+48 451 616 017, 0 -1119 34 -34, 0 -154 -560 0 -560 0 0 193",PLATFORM,europages,NEW,,C,sales,,
TECHNOTHERM International - Lucht LHZ Elektroheizung GmbH & Co. KG,,"info@technotherm.de, ninfo@technotherm.de",https://www.technotherm.de/,Germany,"+49 (0) 3724 66869 0, +49 (0) 3724 668690, +49 (0) 3724 6686920",PLATFORM,europages,NEW,,C,sales,,
DYSERCO,,comercial@dyserco.es,https://www.dyserco.es,Spain,"+34 934654833, +34934654833, 1551609134941",PLATFORM,europages,NEW,,C,sales,,
Soundswealth,,info@soundswealth.com,https://soundswealth.com/,,"+33 756854477, +33(0)756854477, 0 .069 0 .346.175.81",PLATFORM,europages,NEW,,C,sales,,
Protectoplus GmbH,,"aydin@protecto.de, bouvier@protecto.de, horn@protecto.de, info@protecto.de, kallert@protecto.de, meincke@protecto.de, nutzer@beispiel.de, weigel-willim@protecto.de",http://www.protecto.de/,Germany,"+49 (0) 4331 45 16-20, +49 151 424 246 97, +49 4331 45 16 20",PLATFORM,europages,NEW,,C,sales,,
ProChem GmbH,,joerg.blumhoff@prochem-group.de,http://www.prochem-gmbh.de/,Germany,"+490685490880, 0 0 100 100, 12.2.2025-480",PLATFORM,europages,NEW,,C,sales,,
ABILHEIRA E CUNHA,,geral@abilheira.com,https://abilheira.com,,"+351) 253 816 772, 0 .552-.448 1-1 1, 0 .552.448 1 1 1",PLATFORM,europages,NEW,,C,sales,,
Assion Electronic GmbH,,info@assion-electronic.de,http://www.assion-electronic.de/,Germany,"+49 (2208) 90 05 60, +49 (2208) 90 05 69, 151603826",PLATFORM,europages,NEW,,C,sales,,
nag electronics GmbH,,info@nag-electronics.de,https://www.nag-electronics.com,,"0 -960 960 960, 0 0 256 256, 0-0.8-0.3-1.1-0.7",PLATFORM,europages,NEW,,C,sales,,
NO-WA Maschinenbau Walter Nodes GmbH,,info@no-wa.de,http://www.no-wa.de/,Germany,"+49 9951 98590, +490995198590, +49995198590",PLATFORM,europages,NEW,,C,sales,,
Schaal Elektro- und Montagetechnik e.K.,,"buchhaltung@schaal-eum.de, einkauf@schaal-eum.de, info@schaal-eum.de, planung@schaal-eum.de, technik@schaal-eum.de",http://www.schaal-eum.de/,Germany,"+49 7181 26931-10, 07181 26931-10, 07181 26931-12",PLATFORM,europages,NEW,,C,sales,,
STERTIL Verladetechnik GmbH,,"info@sterc.nl, info@stertil-verladetechnik.de, info@stertil.de, info@stertil.nl, m.porter@hafnerag.ch, nfo@stertil.de",http://www.stertil-verladetechnik.de/,Germany,"+31-512-361114, +41 714112872, +49 (0) 2307 20830",PLATFORM,europages,NEW,,C,sales,,
3S Technologies GmbH,,"email@beispiel.de, email@gmail.com, info@akkuguard.com",https://www.akkuguard.com/,,"+49 681 958286-0, +49 681 958286-11, +49681958286-0",PLATFORM,europages,NEW,,C,sales,,
erfi Ernst Fischer,,"erfi@erfi.de, m.weimar@erfi.de, mail@philpoosch.de",https://www.erfi.de/,Germany,"+49 (0) 7441 9144 400, +49 (0) 7441 9144 404, +49 7441 9144-0",PLATFORM,europages,NEW,,C,sales,,
Aixtec Ingenieurgesellschaft mbH & Co. KG,,info@aixtec.de,http://www.aixtec.de/,Germany,"+49 (0)2421 258 258, +492421258258, 139961445-1",PLATFORM,europages,NEW,,C,sales,,
MBU Sondermaschinenbau GmbH,,office@mbu.at,http://www.mbu.at/,Austria,"+43 6221 7655 16, +436221765516, 0.66666666666667",PLATFORM,europages,NEW,,C,sales,,
CNC Milling,,"info@jus.tools, info@jus.toolsverbraucher",http://www.jus.tools/LEISTUNGEN/CNC-Fraesen/,,"+49 711 3461168, 0 0.27843137254902, 0 0.49803921568627",PLATFORM,wlw,NEW,,C,sales,,
Vergusstechnik Electronics 2K Polyurethane jit electronic GmbH Moisture Protection Sealing Connectors Devices JIT,,"aschenbrenner@jit-electronic.de, buchhaltung@jit-electronic.de, clement@jit-electronic.de, info@jit-electronic.de, serafin@jit-electronic.de",https://www.jit-electronic.de/vergusstechnik/,Germany,"+49813138110, 0 0 384 512, 0 0 576 512",PLATFORM,wlw,NEW,,C,sales,,
Device construction for custom electronic solutions – kessler systems GmbH,,info@kesslersystems.de,https://www.kesslersystems.de/de/services/geratebau,Germany,"+49 7585 92444 0, +49.7585.92444.0, +497585 92444 0",PLATFORM,wlw,NEW,,C,sales,,
Industrial Measurement Technology - Data Feedback / Reverse Engineering,,"info@sautercar.de, sauter@sautercar.ch, sauterstg@sautercar.de",https://sautercar.ch/leistungen/industrielle-messtechnik/datenrueckfuehrung-reverse-engineering/,Switzerland,"+41 (0) 61 703 17 77, +41(0)61 701 46 64, +41(0)61 701 52 80",PLATFORM,wlw,NEW,,C,sales,,
"CNC Lathe Gildemeister NEF Plus 500, Year of Manufacture 1995",,info@erdexim.de,https://erdexim.de/de/Drehmaschine-zyklengesteuert-Gildemeister-NEF-Plus-500/p209250,Germany,"+49(0) 7131 87 39 597, +49(0) 7131 87 39 599, +4971318739599",PLATFORM,wlw,NEW,,C,sales,,
"Helpdesk, IT Support, and Hotline for EasyTec Software",,"easytec@easytec-software.de, info@easytec-software.de",https://www.easytec-software.de/dienstleistungen/helpdesk/,Germany,"+49 (0) 261 98848 0, +49 (0) 261 98848 200, +49 (0) 261 98848-0",PLATFORM,wlw,NEW,,C,sales,,
RhinoClear Sprint – Mobile Nasal Irrigator for Free Breathing,,info@mpvmedical.com,https://www.mpvmedical.com/product-details/rhinoclear-sprint-nasendusche/,,"+49 (0)89-7299 700-0, +49 (0)89-7299 700-52, +49 (0)89-7299 700-99",PLATFORM,wlw,NEW,,C,sales,,
"Air technology devices for industry & production | Recirculation cooling, drying & purge air modules | 1A quality & top ",,"albrecht.haiber@konz-lufttechnik.de, cataldo.filareti@konz-lufttechnik.de, info@konz-lufttechnik.de, karin.braun@konz-lufttechnik.de, oliver.boehler@konz-lufttechnik.de, rocco.filareti@konz-lufttechnik.de, timo.piesch@konz-lufttechnik.de",https://konz-lufttechnik.de/atex-ventilatoren/,Germany,"+49 (0) 7144 - 207335, +49 (0) 7144 - 890067, +49 (0) 7144 890 067",PLATFORM,wlw,NEW,,C,sales,,
Agricultural apps with field data management and workflow planning,,mr@maschinenring-ulhdh.de,https://www.mr-ulhdh.de/leistungen-mitglieder.html,Germany,"+49 (0) 7345 9691-0, +49 (0) 7345 9691-29, +49 7345 96 91-29",PLATFORM,wlw,NEW,,C,sales,,
Control programming with switchgear construction and HMI systems,,"elektrotechnik@goema.net, info@goema.net, juergen.machan@goema.net, konstruktion@goema.net, webmaster@goema.net",https://www.goema.net/de/automatisierung-steuerung/steuerungsloesungen-fuer-komponenten-und-anlagen,,"0 -256 1792 1792, 0 0 1000 291.379, 0 0 1536 1536",PLATFORM,wlw,NEW,,C,sales,,
Türk Ticaret Ajansı / Turk Ticaret Ajansi,,"bilgi@turkticaretajansi.com, office@execor.com",https://turkticaretajansi.com,,"+90(536) 998 0743, +90(536)9980743, 0 0 1219.547 1225.016",ELDERLY,europages,NEW,,C,sales,,
MSY INVEST BV,,"alon@msy.be, contact@msy.be, info@msy.be",https://www.msy.be,Belgium,"+15555555556, +32 2 520 53 33, +32 2 5205333",ELDERLY,europages,NEW,,C,sales,,
Quovadis,,"carlos.amaral@quo4.pt, emilia.pereira@quo4.pt, geral@quovadis.pt, info@quovadis.com, paula.santos@quovadis.pt, sonia.amaral@quovadis.pt",https://quovadis.pt/,Portugal,"+351 228 349 210, 0 0 34.2 32.3, 0 0 41.19 11",ELDERLY,europages,NEW,,C,sales,,
ECO POWER SOCIEDAD MICROCOOPERATIVA,,"comercial@direct-electro.es, gerencia.grupo@ecoisos.com, grupo@grupoecoisos.com, info.grupo@ecoisos.com, soporte@webador.es",https://www.grupoecoisos.com/,,"+34 622 04 61 32, +34622046132, 0 0 401.998 401.998",ELDERLY,europages,NEW,,C,sales,,
HOMKEY PACKAGING COMPANY LIMITED,,"anatole@homkeypackaging.com, info@homkeypackaging.com, sales@homkeypackaging.com",https://www.homkeypackaging.com/,,"+86 1392 2980 279, +86-(0)796-8258 9593, 00000005456183-001",ELDERLY,europages,NEW,,C,sales,,
KLYTOS DI BEVILACQUA FRANCESCO CHRISTIAN,,klytos.fb@gmail.com,https://www.gruppoklytos.com/gruppo-klytos/,,"+39) 393-96.55.342, +39) 393.96.55.342, +393939655342",ELDERLY,europages,NEW,,C,sales,,
baro Solar GmbH,,info@baro-solar.de,https://baro-solar.de/,Germany,"+49 (0 )3423 70 66 60 0, +49 (0) 3423 - 70 66 60-0, +49(0)3423 70 66 60 0",ELDERLY,europages,NEW,,C,sales,,
BORNOVA MEDICAL,,"assistance@shopify.com, ecom-swiper@11.0.5.js, ecom-swiper@11.css, info@bornovagroup.com, omercavdar@bornovagroup.com, xxx@xxx.xxx",https://bornovamedical.com/,,"+1-888-746-7439, +33 1 88 61 68 85, +33-758-893663",ELDERLY,europages,NEW,,C,sales,,
SUNSOLUTION SRL,,info@sunsolutionsrl.com,https://www.sunsolutionsrl.com,,"+39 0521 162 7971, +3905211627971, +5551234567",ELDERLY,europages,NEW,,C,sales,,
Klimamann GmbH,,"info@klimamann.de, info@klimamann.deeinbau",https://www.klimamann.de/,Germany,"014110953, 015901296963, 10201351286536609",ELDERLY,europages,NEW,,C,sales,,
Saarpfalz-Strom GmbH & Co. KG,,info@saarpfalz-strom.de,https://saarpfalz-strom.de/,Germany,"+49 3212 143 35 79, +49 3212 1433579, +49 6372 62 44 525",ELDERLY,europages,NEW,,C,sales,,
Neue-Energiewende GmbH,,info@neue-energiewende.de,https://neue-energiewende.com/,,"0 0 352 512, 0 0 448 512, 004951749200286",ELDERLY,europages,NEW,,C,sales,,
